"RENDIMIENTO","PROM_GRAL_2023","GEN_ALU","ASISTENCIA_2023"
"Alto",6.1,"1",92
"Alto",6.3,"2",98
"Bajo",5.7,"1",92
"Bajo",5.7,"1",100
"Alto",6.3,"1",92
"Alto",5.9,"2",85
"Alto",6.6,"1",94
"Bajo",6.3,"2",90
"Bajo",6.6,"1",84
"Alto",7,"2",99
"Bajo",5.8,"2",85
"Alto",5.9,"2",97
"Bajo",5.2,"1",86
"Bajo",5.2,"1",95
"Alto",5.6,"1",81
"Alto",5.9,"2",93
"Alto",5.3,"2",94
"Bajo",4.9,"2",94
"Bajo",5.9,"1",95
"Alto",6.5,"1",98
"Alto",6.6,"2",87
"Bajo",5.6,"1",85
"Bajo",6.8,"2",96
"Alto",6,"2",91
"Alto",6.3,"1",90
"Bajo",5.4,"2",83
"Alto",6.8,"1",99
"Alto",6.2,"1",99
"Bajo",5.5,"2",84
"Bajo",5.8,"1",77
"Alto",6,"1",95
"Bajo",5.6,"2",95
"Alto",6.3,"2",95
"Alto",6.6,"2",82
"Alto",6.1,"1",99
"Alto",6.9,"2",90
"Alto",7,"1",96
"Alto",5.7,"1",85
"Alto",5.5,"2",84
"Alto",5.9,"2",99
"Alto",5.9,"2",79
"Alto",6.9,"1",98
"Alto",6.1,"1",93
"Alto",6.7,"2",98
"Alto",6.3,"1",88
"Alto",6.9,"2",92
"Alto",6.5,"2",99
"Alto",6,"1",85
"Bajo",5.8,"2",72
"Bajo",6.1,"2",85
"Bajo",5.8,"1",85
"Alto",6.4,"2",95
"Alto",5.7,"2",94
"Bajo",5.2,"1",91
"Alto",6,"2",94
"Bajo",5.3,"2",73
"Bajo",5.8,"2",86
"Alto",5.8,"1",96
"Alto",6.2,"1",91
"Alto",6.4,"1",97
"Alto",5.9,"1",96
"Bajo",5.9,"1",81
"Alto",5.9,"1",95
"Bajo",4.8,"1",55
"Alto",5.9,"2",80
"Bajo",5.5,"2",95
"Alto",6.7,"2",94
"Alto",6,"1",89
"Alto",6.3,"1",91
"Alto",5.9,"1",84
"Alto",5.1,"2",80
"Bajo",5.6,"2",98
"Bajo",5.3,"2",95
"Bajo",5.4,"1",85
"Alto",5.3,"2",53
"Alto",6.8,"1",100
"Alto",5.6,"1",88
"Alto",6.2,"1",94
"Bajo",5.2,"2",85
"Alto",6.5,"2",95
"Bajo",4.8,"1",80
"Bajo",5.7,"1",92
"Alto",6.3,"2",88
"Bajo",5.5,"2",92
"Bajo",5.8,"1",80
"Bajo",5.4,"1",82
"Alto",6.8,"2",97
"Alto",6.1,"1",95
"Alto",5.8,"2",96
"Alto",5.7,"1",99
"Alto",5.8,"1",97
"Alto",5.8,"2",94
"Bajo",5.5,"2",95
"Bajo",5.5,"1",63
"Alto",6.5,"1",98
"Bajo",5.1,"2",88
"Alto",6.4,"2",96
"Alto",6,"2",90
"Alto",6.1,"2",93
"Bajo",5.4,"2",94
"Bajo",6,"2",94
"Bajo",5,"1",89
"Alto",6.3,"2",97
"Bajo",6,"1",93
"Alto",6.8,"1",91
"Bajo",5.1,"2",47
"Alto",6,"2",98
"Alto",6.6,"2",99
"Alto",5.6,"2",91
"Alto",5.6,"1",25
"Alto",6.2,"2",81
"Alto",6.6,"2",97
"Alto",6.3,"1",99
"Alto",6.6,"2",96
"Bajo",5.7,"1",89
"Bajo",6.2,"2",89
"Alto",5.9,"1",92
"Alto",6,"2",74
"Bajo",4.9,"2",95
"Alto",6.2,"1",88
"Alto",6.8,"1",97
"Bajo",4.9,"2",92
"Alto",5.8,"1",88
"Bajo",5.2,"1",72
"Alto",6.6,"2",98
"Alto",6.5,"2",99
"Alto",5.3,"2",67
"Alto",5.7,"2",99
"Bajo",5.5,"2",90
"Alto",6,"2",94
"Alto",6,"2",94
"Bajo",5.8,"1",93
"Alto",6.5,"2",90
"Alto",6,"1",99
"Bajo",5.8,"2",85
"Bajo",5.9,"2",90
"Bajo",5.6,"2",85
"Bajo",5.9,"1",96
"Alto",5.7,"2",74
"Alto",6.7,"1",98
"Alto",6.6,"1",94
"Bajo",6,"1",89
"Alto",5.5,"1",85
"Alto",5.7,"2",92
"Alto",6.7,"2",100
"Alto",6.6,"1",98
"Alto",5.7,"2",85
"Bajo",5.9,"1",74
"Alto",5.7,"2",96
"Alto",6.1,"1",94
"Bajo",5.8,"2",66
"Alto",6.2,"2",93
"Alto",6.1,"1",96
"Bajo",5.5,"1",61
"Bajo",5.4,"1",95
"Bajo",5.7,"2",95
"Bajo",5.3,"2",83
"Alto",6.1,"1",98
"Alto",6.4,"1",86
"Alto",6.8,"1",97
"Bajo",6,"2",77
"Alto",5.3,"1",84
"Alto",6.9,"1",93
"Alto",5.9,"1",88
"Alto",6.2,"1",98
"Bajo",5,"1",92
"Alto",6.3,"2",92
"Alto",6.7,"2",90
"Bajo",5.8,"1",91
"Bajo",6,"1",94
"Alto",6.8,"2",83
"Alto",6.3,"2",90
"Bajo",5.4,"2",84
"Alto",6,"1",100
"Bajo",5.2,"1",100
"Alto",6.1,"1",90
"Alto",5.9,"2",86
"Alto",6.2,"1",86
"Alto",6.4,"1",100
"Alto",6.6,"2",85
"Alto",6.4,"1",93
"Alto",6.3,"2",99
"Bajo",5.1,"1",90
"Alto",6.2,"2",97
"Bajo",5.8,"1",79
"Bajo",5.6,"1",96
"Bajo",5.3,"1",85
"Alto",6.4,"1",95
"Alto",5.4,"1",93
"Alto",6.2,"2",97
"Bajo",5.3,"1",90
"Bajo",5.4,"2",95
"Alto",5.7,"1",96
"Alto",6.3,"2",97
"Alto",5.9,"1",67
"Alto",6.7,"2",99
"Alto",6.2,"1",87
"Alto",6.2,"2",98
"Bajo",6,"1",94
"Alto",6.9,"2",97
"Alto",6.6,"2",92
"Alto",5.9,"2",93
"Alto",5.8,"2",84
"Bajo",5.5,"1",98
"Bajo",5.5,"1",82
"Alto",6.5,"1",96
"Alto",6,"2",90
"Bajo",5.2,"2",74
"Alto",6.1,"2",89
"Alto",6.4,"2",94
"Alto",5.8,"2",96
"Alto",6.3,"1",95
"Alto",6.2,"1",85
"Alto",6,"1",98
"Alto",6.4,"2",99
"Alto",6.7,"1",97
"Alto",6.5,"1",91
"Alto",5.4,"1",83
"Alto",6.5,"2",85
"Alto",6.3,"1",98
"Alto",5.9,"2",98
"Bajo",5.2,"1",91
"Bajo",5.3,"1",90
"Alto",6,"1",85
"Alto",6.8,"2",94
"Bajo",5.2,"1",98
"Bajo",5.7,"2",99
"Bajo",5.6,"2",91
"Alto",5.5,"1",94
"Bajo",5.5,"1",89
"Bajo",5.4,"1",89
"Bajo",5.7,"1",87
"Bajo",5.3,"1",90
"Bajo",5.9,"2",99
"Alto",5.6,"1",100
"Alto",6.4,"2",100
"Bajo",6.4,"2",5
"Alto",6.5,"1",88
"Alto",5.9,"1",93
"Alto",6.3,"1",96
"Bajo",5.2,"2",87
"Alto",6.2,"1",97
"Bajo",5.4,"1",96
"Alto",5.9,"2",95
"Bajo",5.7,"2",100
"Alto",6.5,"2",91
"Bajo",5.1,"1",36
"Alto",6.3,"1",93
"Bajo",6.2,"1",86
"Alto",6.3,"1",98
"Alto",5.5,"2",73
"Bajo",5.7,"2",90
"Alto",6,"2",98
"Alto",6.8,"2",99
"Bajo",6.4,"2",86
"Alto",4.8,"2",98
"Alto",6.3,"2",100
"Alto",5.7,"1",98
"Alto",6.1,"1",88
"Alto",6.8,"2",89
"Alto",6,"2",94
"Alto",6.3,"2",94
"Alto",6.2,"2",90
"Bajo",5.4,"1",75
"Bajo",6.2,"2",87
"Bajo",4.8,"2",95
"Alto",6.2,"2",98
"Alto",5.8,"2",96
"Alto",6.3,"1",97
"Alto",6.6,"2",95
"Bajo",5.5,"1",92
"Bajo",4.9,"1",91
"Alto",6.8,"1",100
"Bajo",5.4,"1",90
"Alto",5.6,"1",92
"Alto",5.2,"2",96
"Alto",5.8,"2",94
"Alto",6.3,"2",98
"Alto",6.4,"1",99
"Alto",6.2,"1",95
"Bajo",5.3,"1",82
"Alto",6.1,"2",96
"Bajo",4.8,"2",85
"Bajo",5.8,"2",92
"Bajo",5.8,"1",84
"Alto",6.5,"2",84
"Alto",6.4,"2",88
"Alto",6.7,"1",80
"Bajo",5.5,"2",88
"Alto",6.4,"1",97
"Alto",5.7,"2",87
"Alto",6.6,"1",96
"Bajo",5.8,"1",95
"Bajo",5,"1",92
"Alto",6.6,"1",95
"Alto",6.3,"1",97
"Alto",5.7,"1",98
"Alto",6.2,"1",95
"Bajo",5.6,"1",67
"Bajo",6.2,"2",88
"Alto",5.9,"2",98
"Alto",6.4,"1",92
"Bajo",5.5,"1",79
"Bajo",5.2,"2",92
"Bajo",5.2,"1",75
"Alto",5.6,"2",78
"Alto",6.1,"1",74
"Bajo",5.1,"1",88
"Alto",6.6,"1",100
"Alto",6.9,"2",93
"Alto",6.7,"1",92
"Alto",6.5,"2",95
"Alto",6,"2",96
"Bajo",5.6,"1",90
"Alto",5.6,"1",87
"Alto",6.3,"1",91
"Bajo",5.6,"1",95
"Alto",6.5,"2",85
"Bajo",5.2,"1",99
"Bajo",5.1,"2",91
"Bajo",6.1,"1",97
"Alto",5.8,"2",99
"Alto",6,"2",94
"Alto",6.1,"2",86
"Alto",5.4,"1",96
"Bajo",5,"1",83
"Alto",5.6,"1",98
"Bajo",5.3,"1",79
"Alto",6.1,"1",93
"Bajo",5.7,"1",95
"Alto",6,"2",87
"Alto",6.4,"1",95
"Alto",6,"2",91
"Alto",5.9,"1",86
"Bajo",5.2,"1",98
"Alto",6.4,"2",87
"Bajo",5.6,"1",100
"Alto",6.2,"1",97
"Alto",4.7,"2",89
"Alto",6.5,"1",96
"Alto",6.4,"2",100
"Alto",5.8,"2",90
"Alto",5.8,"2",91
"Bajo",5.4,"2",84
"Bajo",5.1,"1",98
"Alto",6.5,"2",92
"Alto",6.3,"2",89
"Alto",5.6,"2",98
"Alto",6.3,"2",96
"Bajo",5.9,"1",95
"Alto",6.2,"2",92
"Alto",6.8,"1",97
"Bajo",5.5,"1",90
"Alto",6.2,"1",96
"Bajo",5,"1",83
"Alto",6.4,"2",93
"Bajo",5,"2",80
"Bajo",5.6,"2",92
"Alto",5.8,"1",80
"Alto",6.2,"1",97
"Bajo",5.9,"1",94
"Bajo",5.5,"2",89
"Bajo",6.2,"1",98
"Bajo",6,"2",84
"Alto",6.1,"2",92
"Alto",6.7,"2",98
"Bajo",5.2,"1",76
"Bajo",5.8,"1",92
"Alto",6.1,"1",75
"Alto",5.7,"1",98
"Alto",5.3,"1",93
"Bajo",5.9,"2",100
"Alto",5.5,"1",87
"Bajo",5.8,"2",91
"Bajo",6.3,"1",93
"Alto",6,"2",79
"Alto",6.7,"1",93
"Bajo",5.8,"2",83
"Bajo",5.9,"1",64
"Alto",5.9,"1",91
"Bajo",5.4,"2",74
"Bajo",5.8,"2",96
"Bajo",5.2,"2",94
"Alto",5.7,"1",93
"Alto",6.2,"2",90
"Bajo",5.6,"1",87
"Bajo",5.9,"1",96
"Alto",5.6,"1",92
"Alto",5.6,"1",92
"Bajo",5.7,"2",100
"Alto",6.9,"2",91
"Alto",5.9,"1",98
"Alto",6.5,"2",97
"Bajo",5.7,"1",72
"Alto",6.4,"2",97
"Alto",6.6,"2",80
"Bajo",4.7,"1",88
"Alto",5.7,"2",100
"Alto",6.1,"1",99
"Alto",6.5,"1",93
"Alto",6.1,"1",87
"Bajo",5.6,"2",97
"Alto",5.9,"1",94
"Alto",6.6,"1",86
"Alto",6.2,"1",98
"Bajo",5.7,"2",84
"Alto",6.3,"1",97
"Bajo",5,"2",82
"Bajo",5.9,"2",33
"Bajo",6,"2",89
"Alto",5.5,"2",79
"Alto",6.4,"1",91
"Alto",6.3,"2",95
"Bajo",6.2,"2",95
"Alto",6.1,"1",93
"Alto",6.2,"2",91
"Bajo",5.7,"1",88
"Alto",6.4,"1",100
"Alto",5.6,"1",87
"Bajo",5,"2",85
"Alto",6.4,"1",98
"Alto",6.5,"1",95
"Alto",5.5,"1",93
"Alto",6.1,"1",97
"Alto",5.8,"1",89
"Alto",6.3,"1",89
"Bajo",6.4,"1",79
"Alto",5.9,"1",98
"Bajo",4.8,"1",87
"Alto",6.5,"2",98
"Alto",6.7,"2",97
"Alto",5.5,"2",91
"Bajo",4.9,"2",98
"Bajo",5.2,"2",76
"Alto",6.2,"1",92
"Alto",6.3,"2",75
"Alto",6,"2",88
"Bajo",6.6,"2",100
"Bajo",5.7,"2",85
"Bajo",5.2,"1",92
"Alto",5.9,"1",87
"Alto",5.4,"1",89
"Bajo",5.6,"1",78
"Bajo",5.7,"2",87
"Alto",5.5,"1",93
"Bajo",5.2,"1",85
"Alto",6.2,"1",86
"Alto",5.6,"2",87
"Alto",7,"2",97
"Alto",6.1,"1",87
"Bajo",6.2,"1",95
"Alto",6.6,"2",98
"Alto",6.9,"2",99
"Alto",6.2,"2",93
"Bajo",5.7,"2",98
"Alto",5.8,"2",75
"Alto",6,"1",98
"Bajo",5,"1",96
"Bajo",5.7,"2",99
"Alto",5.6,"2",97
"Alto",6.7,"2",98
"Alto",5.9,"1",78
"Alto",5.7,"1",86
"Bajo",5.5,"1",92
"Alto",6.8,"2",93
"Bajo",6,"1",95
"Bajo",5.3,"2",92
"Alto",6.2,"2",93
"Bajo",5.4,"1",92
"Alto",6.3,"2",95
"Alto",6.5,"2",96
"Alto",5.9,"2",84
"Alto",6.5,"2",99
"Alto",5.2,"2",45
"Alto",6.7,"2",80
"Alto",6.4,"2",67
"Alto",5,"1",74
"Alto",6.2,"2",95
"Alto",6.3,"1",99
"Alto",6.7,"2",94
"Bajo",5.4,"1",93
"Alto",6.3,"2",94
"Alto",6.4,"2",90
"Alto",5.7,"2",88
"Alto",6.8,"2",98
"Alto",5.4,"2",87
"Bajo",5.1,"2",87
"Bajo",5.5,"2",93
"Alto",5.9,"2",96
"Alto",6.4,"2",94
"Bajo",6.2,"1",95
"Alto",6.3,"1",88
"Alto",6.2,"2",92
"Alto",6.4,"2",100
"Bajo",6,"2",81
"Alto",6.5,"1",95
"Alto",6.9,"1",100
"Bajo",5.4,"1",87
"Alto",6.5,"2",86
"Alto",6.1,"1",97
"Alto",6.3,"1",89
"Bajo",5.8,"1",84
"Alto",6.1,"1",93
"Alto",6.5,"2",93
"Bajo",5.1,"1",93
"Bajo",5.2,"1",62
"Bajo",5.9,"1",89
"Alto",5.7,"2",95
"Alto",6.3,"1",94
"Bajo",5.5,"2",91
"Bajo",6.1,"2",93
"Alto",5.4,"1",87
"Alto",5.8,"2",93
"Alto",6,"1",90
"Bajo",5.8,"2",84
"Alto",6.1,"2",82
"Alto",5.5,"2",86
"Bajo",4.5,"1",79
"Alto",6.3,"2",97
"Bajo",5.4,"1",98
"Alto",6.3,"2",97
"Alto",6.9,"1",80
"Alto",7,"2",92
"Alto",6,"1",93
"Alto",6,"1",89
"Bajo",5.9,"2",91
"Alto",6.6,"2",94
"Bajo",5.9,"2",86
"Alto",6.8,"2",99
"Alto",6.5,"2",97
"Alto",6.6,"1",92
"Alto",5.9,"2",98
"Alto",6,"1",97
"Alto",6.3,"1",96
"Alto",6.7,"1",89
"Alto",6.6,"2",87
"Alto",5.9,"1",90
"Bajo",5.3,"2",95
"Bajo",5.7,"1",94
"Alto",6.1,"1",83
"Bajo",5.9,"1",98
"Alto",6.7,"1",93
"Bajo",5,"1",64
"Alto",6.2,"2",93
"Bajo",5.1,"1",85
"Alto",7,"1",98
"Alto",6.5,"2",99
"Alto",5.6,"1",84
"Alto",6.9,"2",98
"Alto",5.5,"1",93
"Bajo",4.7,"1",56
"Alto",6.9,"1",100
"Alto",6.4,"2",97
"Bajo",5,"1",92
"Bajo",5.7,"2",94
"Bajo",5.4,"1",91
"Alto",5.5,"2",95
"Alto",6.4,"1",97
"Alto",5.8,"1",98
"Bajo",5.2,"2",85
"Alto",6.1,"1",93
"Bajo",5.4,"1",95
"Alto",6.2,"2",97
"Alto",5.6,"2",91
"Bajo",5.5,"2",95
"Alto",6.3,"2",83
"Alto",6,"1",95
"Bajo",5.5,"1",94
"Alto",6.1,"2",86
"Alto",6.2,"2",79
"Alto",5.5,"2",95
"Bajo",5.3,"2",93
"Bajo",4.9,"1",98
"Alto",6.8,"2",98
"Alto",6.5,"2",94
"Alto",6.4,"1",96
"Alto",6.5,"1",85
"Alto",6.1,"1",86
"Alto",6,"2",99
"Bajo",6.1,"2",97
"Alto",6.1,"2",100
"Alto",6.6,"2",100
"Bajo",5.8,"1",85
"Alto",6.5,"1",88
"Bajo",5.7,"2",95
"Bajo",5.6,"1",91
"Alto",6.4,"2",87
"Bajo",5,"1",32
"Bajo",6.1,"2",88
"Alto",5.6,"1",97
"Bajo",5.8,"1",100
"Bajo",5.7,"1",95
"Alto",6.6,"1",89
"Alto",6.7,"2",98
"Alto",6.5,"2",90
"Bajo",5.4,"2",93
"Bajo",5.3,"1",98
"Bajo",6,"1",98
"Alto",5.7,"1",85
"Bajo",5.8,"2",99
"Alto",6.5,"1",96
"Bajo",5.6,"2",81
"Bajo",4.7,"2",83
"Alto",5.6,"2",92
"Bajo",5.3,"2",87
"Alto",5.7,"2",96
"Bajo",5.6,"1",93
"Alto",6.1,"2",80
"Alto",6.2,"2",82
"Alto",5.5,"2",85
"Alto",6,"1",88
"Alto",6.5,"2",94
"Alto",5.2,"2",100
"Alto",6.8,"2",89
"Alto",6.6,"2",94
"Alto",5.8,"1",91
"Alto",6.1,"2",93
"Alto",6.5,"2",86
"Alto",5.6,"2",83
"Alto",6.4,"2",95
"Alto",5.3,"1",92
"Alto",6.3,"2",78
"Alto",6.5,"2",96
"Alto",5.8,"1",98
"Alto",5.9,"2",99
"Bajo",5.5,"1",96
"Alto",6.1,"2",83
"Bajo",4.8,"2",94
"Alto",6.4,"2",86
"Alto",5.9,"1",84
"Alto",6.3,"2",100
"Alto",6.4,"2",96
"Alto",5.9,"1",96
"Alto",6.8,"1",96
"Alto",5.5,"2",96
"Bajo",5.5,"1",97
"Alto",5.9,"2",94
"Alto",5.9,"2",98
"Alto",5.1,"2",95
"Bajo",5.3,"1",90
"Alto",6.4,"2",99
"Alto",5.8,"1",89
"Alto",5.7,"2",78
"Alto",5.6,"2",92
"Alto",5.5,"2",97
"Bajo",6.2,"2",85
"Alto",5.6,"1",95
"Bajo",5.9,"1",100
"Bajo",5.4,"2",90
"Alto",6,"1",91
"Alto",5.8,"2",99
"Alto",5.4,"2",96
"Alto",6.2,"1",88
"Bajo",5.2,"2",76
"Alto",5.7,"2",87
"Alto",6.3,"2",98
"Bajo",6,"1",71
"Alto",5.7,"1",99
"Alto",6,"2",88
"Alto",5.5,"2",84
"Alto",5.5,"2",92
"Alto",6.9,"2",95
"Alto",5.8,"1",94
"Alto",6.7,"2",90
"Bajo",6,"1",91
"Alto",5.9,"2",97
"Bajo",6.1,"2",61
"Alto",5.8,"1",90
"Bajo",6.1,"2",91
"Alto",4.9,"2",85
"Alto",6,"1",90
"Alto",6.3,"2",100
"Alto",6.9,"2",99
"Alto",5.7,"1",95
"Bajo",5.1,"2",75
"Alto",5.8,"2",82
"Bajo",6.6,"2",100
"Alto",6.4,"1",95
"Alto",5.7,"2",100
"Bajo",5.4,"1",89
"Bajo",5.2,"1",86
"Alto",6.9,"2",94
"Alto",6.4,"2",85
"Alto",6.3,"1",85
"Bajo",5.5,"1",98
"Bajo",5.5,"1",79
"Bajo",5.1,"2",100
"Alto",5.7,"2",97
"Alto",6.6,"1",76
"Bajo",5.8,"1",94
"Bajo",5.1,"2",85
"Alto",5.6,"2",94
"Alto",5.9,"1",98
"Alto",6.4,"1",98
"Alto",6.7,"2",99
"Bajo",5.4,"1",90
"Alto",6,"2",87
"Alto",6.4,"2",95
"Alto",6,"1",87
"Alto",6.2,"2",90
"Bajo",5.1,"1",89
"Alto",5.5,"1",87
"Bajo",5.8,"2",94
"Bajo",5.5,"2",95
"Alto",6.6,"1",91
"Alto",6.4,"1",94
"Bajo",5.5,"2",90
"Alto",6.4,"1",90
"Bajo",5.5,"1",95
"Alto",5.7,"2",83
"Alto",6,"1",92
"Alto",6.8,"2",100
"Alto",6.1,"1",93
"Alto",6.2,"1",99
"Alto",6.4,"1",96
"Alto",6.3,"2",88
"Alto",6.9,"2",97
"Alto",5.8,"1",87
"Alto",6.2,"2",92
"Alto",6.4,"1",81
"Alto",5.4,"2",84
"Alto",5.2,"1",84
"Alto",6.4,"1",94
"Alto",6.1,"2",99
"Bajo",5.4,"2",97
"Alto",6.2,"1",88
"Bajo",5.8,"1",98
"Bajo",5.5,"2",98
"Alto",5.3,"2",85
"Bajo",6.1,"2",78
"Alto",5.7,"2",99
"Alto",5.7,"2",95
"Alto",6.1,"1",96
"Alto",6.4,"2",87
"Bajo",6.6,"1",94
"Alto",6.6,"2",93
"Bajo",5.1,"1",85
"Alto",5.8,"2",98
"Bajo",5.8,"2",88
"Alto",5.6,"2",87
"Bajo",5.5,"1",88
"Alto",6.4,"2",94
"Alto",6.3,"1",91
"Alto",6.1,"2",88
"Alto",5.9,"1",100
"Bajo",4.9,"2",87
"Bajo",6,"2",89
"Alto",6.9,"2",97
"Alto",6.6,"1",97
"Alto",4.9,"2",91
"Bajo",5.4,"1",94
"Bajo",5.1,"2",96
"Bajo",5.1,"1",91
"Alto",6.3,"1",93
"Bajo",5.1,"1",96
"Alto",5.9,"2",80
"Alto",6,"1",88
"Bajo",4.9,"1",90
"Alto",6.3,"2",98
"Alto",6.2,"1",92
"Bajo",5.2,"2",72
"Bajo",5,"1",85
"Bajo",5,"2",85
"Alto",6.9,"2",98
"Alto",6.6,"2",98
"Bajo",5,"1",100
"Alto",5.6,"2",86
"Alto",6.6,"2",98
"Alto",5.9,"1",94
"Alto",5.7,"1",99
"Bajo",5.4,"2",89
"Alto",6.1,"2",100
"Bajo",5.1,"2",93
"Alto",6.4,"1",98
"Alto",6.6,"2",92
"Alto",6.1,"1",95
"Alto",5.8,"2",91
"Bajo",5.4,"1",98
"Alto",6.5,"2",98
"Alto",6.1,"2",92
"Alto",6.2,"1",96
"Alto",5.6,"2",77
"Bajo",5.7,"1",90
"Bajo",5.3,"2",73
"Bajo",5.5,"1",100
"Alto",6.7,"2",99
"Alto",6.2,"2",91
"Alto",6.3,"2",81
"Bajo",5.8,"2",90
"Bajo",5.4,"2",59
"Bajo",5.5,"1",68
"Alto",5.6,"2",96
"Alto",6.8,"1",99
"Bajo",5.9,"1",93
"Alto",6.7,"2",90
"Alto",5.9,"2",93
"Alto",5.7,"1",84
"Bajo",5.6,"1",69
"Alto",6.7,"2",95
"Alto",6.4,"2",97
"Alto",6.2,"2",96
"Bajo",5.2,"2",97
"Alto",6.4,"2",91
"Bajo",5.8,"2",93
"Alto",5.5,"1",79
"Bajo",6,"1",95
"Alto",6.3,"1",95
"Alto",7,"2",94
"Alto",6.1,"1",95
"Alto",6.9,"2",99
"Alto",6.5,"2",98
"Bajo",5.4,"1",35
"Bajo",5.3,"1",98
"Alto",6.6,"1",100
"Bajo",4.7,"1",89
"Alto",6.2,"1",91
"Alto",6.5,"2",88
"Bajo",5.4,"1",96
"Alto",6,"2",89
"Alto",5.6,"2",85
"Alto",6,"2",95
"Alto",6,"1",85
"Alto",5.7,"1",78
"Bajo",4.7,"1",91
"Alto",5.7,"1",96
"Alto",6.1,"2",88
"Bajo",5.4,"2",85
"Alto",6.7,"2",95
"Alto",6.8,"2",100
"Alto",6.3,"1",86
"Alto",6.4,"2",92
"Bajo",5.8,"2",96
"Alto",6.1,"2",98
"Bajo",5.7,"2",90
"Alto",5.7,"2",92
"Alto",6.4,"2",95
"Alto",6.2,"1",82
"Alto",6.6,"1",89
"Alto",5.7,"1",92
"Bajo",5.3,"1",98
"Alto",6.1,"2",85
"Bajo",5.6,"2",85
"Alto",6.1,"2",99
"Bajo",5.1,"1",90
"Alto",5.5,"2",81
"Alto",5.8,"2",91
"Bajo",5.4,"2",93
"Alto",6.4,"1",93
"Alto",6.4,"1",96
"Alto",6.4,"2",97
"Bajo",6,"2",83
"Bajo",5.7,"2",99
"Alto",6.5,"2",95
"Alto",5.9,"1",98
"Bajo",5.6,"1",93
"Bajo",5.4,"2",87
"Alto",6.9,"2",98
"Bajo",5.1,"1",96
"Alto",6.5,"2",92
"Alto",6.3,"1",93
"Alto",6.3,"2",99
"Alto",6.8,"2",99
"Alto",6.8,"1",95
"Alto",6.8,"1",96
"Bajo",6.1,"1",96
"Alto",6.2,"1",92
"Alto",6.7,"1",100
"Bajo",4.9,"1",89
"Alto",5.9,"2",99
"Alto",5.6,"1",95
"Alto",6.5,"1",97
"Alto",5.5,"1",97
"Alto",6.8,"2",99
"Alto",6.6,"1",81
"Bajo",5.9,"1",98
"Bajo",5.6,"2",88
"Alto",6.6,"2",88
"Alto",6.9,"2",99
"Alto",5.2,"2",84
"Alto",6.5,"2",94
"Bajo",6.1,"2",91
"Alto",6.4,"1",93
"Alto",6.9,"2",95
"Alto",6.2,"2",86
"Alto",6.5,"1",100
"Bajo",5.5,"2",95
"Alto",6.4,"2",92
"Alto",6.2,"2",90
"Alto",6.7,"2",98
"Bajo",5.7,"1",93
"Alto",6.2,"2",89
"Bajo",5.8,"1",83
"Bajo",5.4,"1",100
"Alto",5.8,"1",93
"Alto",6.2,"1",85
"Alto",6.7,"1",96
"Alto",6.2,"2",93
"Bajo",4.8,"2",93
"Alto",6,"2",91
"Alto",6.6,"2",99
"Alto",6.2,"1",94
"Alto",5.9,"2",89
"Alto",6.2,"2",78
"Alto",5.9,"2",85
"Bajo",5,"2",83
"Bajo",5.2,"1",89
"Bajo",4.8,"1",65
"Alto",6.8,"1",96
"Bajo",5.8,"1",91
"Bajo",4.8,"2",67
"Bajo",5.6,"1",92
"Bajo",5,"1",56
"Bajo",5.2,"1",91
"Bajo",4.6,"2",82
"Alto",6.9,"2",93
"Alto",6.7,"2",83
"Alto",5.7,"2",72
"Alto",6.8,"2",95
"Bajo",5.8,"2",84
"Bajo",5.2,"1",99
"Alto",6.4,"2",89
"Alto",6.3,"1",100
"Bajo",5.1,"1",59
"Bajo",5.8,"2",61
"Alto",6.3,"1",87
"Bajo",5.3,"2",88
"Alto",6.4,"2",97
"Alto",6,"1",86
"Bajo",5,"2",72
"Bajo",5.4,"1",86
"Bajo",5.7,"2",47
"Alto",5.9,"1",94
"Alto",6.4,"1",95
"Bajo",5.8,"2",90
"Bajo",5.6,"1",90
"Bajo",5.3,"1",88
"Alto",5.9,"1",94
"Alto",6.6,"1",99
"Alto",6.4,"2",99
"Alto",5.9,"1",89
"Alto",6.3,"1",92
"Alto",5.9,"2",72
"Bajo",5.5,"1",97
"Alto",6.3,"2",91
"Alto",5.6,"1",88
"Bajo",4.9,"2",98
"Alto",5.8,"1",88
"Alto",6.5,"1",100
"Alto",5.6,"2",92
"Alto",5.7,"2",83
"Bajo",5.9,"1",75
"Bajo",5.3,"1",92
"Alto",6.5,"1",96
"Bajo",5.9,"2",94
"Alto",6.4,"2",96
"Bajo",5.5,"2",86
"Bajo",5.6,"1",95
"Alto",5.9,"2",87
"Bajo",5.2,"1",84
"Bajo",5.6,"1",94
"Alto",6.5,"1",93
"Alto",6.2,"2",96
"Bajo",5,"1",90
"Bajo",6,"2",83
"Bajo",6.1,"2",96
"Bajo",5.4,"1",93
"Bajo",5.4,"1",97
"Bajo",6.2,"2",85
"Alto",5.8,"1",95
"Alto",6.7,"2",77
"Alto",6,"2",92
"Alto",6.5,"1",98
"Alto",6.9,"1",97
"Bajo",5.2,"2",90
"Bajo",4.6,"1",92
"Alto",6.3,"2",95
"Alto",6.4,"2",95
"Alto",6.6,"2",96
"Alto",6.3,"2",96
"Alto",5.4,"2",98
"Alto",5.5,"1",98
"Alto",6.2,"1",89
"Alto",6.6,"1",95
"Alto",5.6,"1",89
